Case_132,louis,Fail,"x-rot (around LR axis) error; orbitofrontal contour cutting through eye"
Case_93,louis,Fail,"x-rot (around LR axis) error; orbitofrontal contour cutting through eye"
Case_67,louis,Pass,
Case_21,louis,Fail,"x-scale (LR direction) too big; cortex outside of contour. x-rot (around LR axis) error; orbitofrontal contour cutting through eye"
Case_41,louis,Fail,x-rot error; cerebellum is too high vis-a-vis contour
Case_75,louis,Fail,"zscale and y-scale (AP) too small; occipital tissue does not match contour"
Case_140,louis,Pass,
Case_61,louis,Fail,"x-rot (around LR axis) error; orbitofrontal contour cutting through eye"
Case_35,louis,Pass,
Case_48,louis,Fail,"x-rot (around LR axis) error; probably z-trans and z-scale issue as well; orbitofrontal contour cutting through eye"
Case_116,louis,Pass,
Case_49,louis,Pass,
Case_43,louis,Fail,x-rot error; cerebellum is too high vis-a-vis contour and orbitofrontal mis-match
Case_74,louis,Pass,
Case_58,louis,Pass,
Case_144,louis,Fail,"y-scale (AP) too big; occipital tissue outside of contour"
Case_149,louis,Fail,cerebrum fits well; cerebellum would be better with a slight change in x-rot + slight increase in z-scale.
Case_122,louis,Pass,
Case_121,louis,Fail,catastrophic failure!
Case_63,louis,Pass,
Case_106,louis,Pass,"asymmetric brain, but pass stx reg"
Case_52,louis,Fail,"x-rot (around LR axis) error; orbitofrontal contour cutting through eye fat"
Case_68,louis,Fail,"x-rot (around LR axis) error; orbitofrontal contour cutting through eye"
Case_87,louis,Fail,"catastrophic failure! x-rot (around LR axis) error; cerebellum/tentorium contour mismatch; xscale too big"
Case_5,louis,Fail,"x-rot (around LR axis) error; orbitofrontal contour cutting through tissue"
Case_18,louis,Fail,x-rot (around LR axis) error; cerebellum not included well within contour.
Case_99,louis,Fail,"overall too small; dura/marrow inside of contour"
Case_119,louis,Fail,"x-rot error; orbitofrontal contour cutting through eye"
Case_50,louis,Fail,"x-rot (around LR axis) error; and yscale error; orbitofrontal contour cutting through eye fat"
Case_38,louis,Fail,"catastrophic failure!"
Case_34,louis,Pass,
Case_81,louis,Fail,"y-scale (AP) too big; xrot error ; occipital tissue does not match contour; cerebellum mismatch"
Case_24,louis,Pass,
Case_13,louis,Fail,"zscale slightly too small; MRI does not meet contour at apex; intensity issues"
Case_57,louis,Fail,"x-rot (around LR axis) error; cerebellum contour mismatch; y-scale (AP) too small; occipital tissue does not match contour"
Case_69,louis,Fail,"x-rot (around LR axis) error; orbitofrontal contour cutting through eye"
Case_7,louis,Fail,yscale and zscale too small at frontal lobe; x-scale too small
Case_145,louis,Fail,"catastrophic failure!"
Case_129,louis,Fail,"y-scale (AP) too big; occipital & frontal tissue outside of contour; intensity issue"
Case_26,louis,Fail,"x-rot (around LR axis) error; orbitofrontal contour cutting through eye"
Case_84,louis,Fail,"catastrophic failure!"
Case_133,louis,Fail,"catastrophic failure!"
Case_9,louis,Pass,
Case_32,louis,Fail,"overall too small; dura/marrow inside of contour"
Case_80,louis,Pass,
Case_42,louis,Fail,x-rot error; cerebellum is too high vis-a-vis contour and orbitofrontal mis-match
Case_4,louis,Pass,
Case_1,louis,Fail,"x-rot error; orbitofrontal contour cutting through eye"
Case_47,louis,Fail,"y-scale (AP) too big; occipital tissue outside of contour"
Case_14,louis,Pass,this should be a pass; my bad!
Case_111,louis,Pass,asymmetric brain
Case_124,louis,Pass,
Case_59,louis,Fail,x-rot (around LR axis) error; cerebellum contour mismatch
Case_109,louis,Pass,terrible intensity inhomogeneity
Case_6,louis,Fail,x-rot (around LR axis) error; cerebellum/tentorium contour mismatch
